company_id,year,state,industry,size_category,employees,revenue_m_usd,tech_invest_pct,tech_invest_usd,tech_emp_pct,years_in_business,founded_year,cloud_adopted,has_data_strategy,ceo_tech_background,digital_maturity,ai_adopted,ai_tools_count,ai_investment_usd,productivity_gain_pct,revenue_growth_pct,primary_barrier
SME_02021,2024,Ohio,Retail & E-commerce,Small (10-49),23,0.451,0.008,3626.0,0.1228,45,1979,1,0,0,4.02,1,6,17558.0,34.3,35.99,None
SME_02022,2024,Iowa,Agriculture,Micro (1-9),2,0.05,0.0479,2397.0,0.1311,42,1982,1,1,0,3.21,0,0,0.0,0.0,10.9,Regulatory
SME_02023,2023,Iowa,Hospitality & Food,Micro (1-9),3,0.05,0.0112,559.0,0.1359,36,1987,1,1,1,1.0,0,0,0.0,0.0,9.15,Unclear ROI
SME_02024,2020,New York,Hospitality & Food,Small (10-49),36,0.353,0.0673,23716.0,0.1465,39,1981,1,0,1,5.16,0,0,0.0,0.0,11.02,Data quality
SME_02025,2021,Arkansas,Retail & E-commerce,Micro (1-9),4,0.05,0.0197,986.0,0.0751,15,2006,0,0,0,4.33,0,0,0.0,0.0,-12.29,Lack of expertise
SME_02026,2023,Texas,Finance & Insurance,Micro (1-9),5,0.26,0.0356,9245.0,0.0883,18,2005,1,1,1,5.1,1,6,1121.0,19.34,15.68,None
SME_02027,2022,Tennessee,Retail & E-commerce,Medium (50-249),180,5.757,0.0421,242386.0,0.0924,21,2001,0,0,0,8.46,1,4,23744.0,28.14,4.66,None
SME_02028,2020,Colorado,Professional Services,Small (10-49),11,0.318,0.0534,16948.0,0.1459,38,1982,1,0,0,4.01,0,0,0.0,0.0,1.97,Security concerns
SME_02029,2019,Colorado,Professional Services,Micro (1-9),6,0.489,0.0415,20311.0,0.0767,28,1991,0,1,0,1.0,0,0,0.0,0.0,-12.82,Regulatory
SME_02030,2024,Oregon,Finance & Insurance,Micro (1-9),3,0.185,0.0163,3013.0,0.0684,49,1975,1,1,0,1.74,0,0,0.0,0.0,16.27,Data quality
SME_02031,2019,Kansas,Technology & Software,Micro (1-9),1,0.05,0.012,598.0,0.1016,18,2001,0,0,1,6.37,1,2,10571.0,31.75,30.72,None
SME_02032,2022,Alabama,Education,Small (10-49),26,0.859,0.0526,45191.0,0.1263,44,1978,0,1,1,7.19,1,4,66539.0,18.22,8.09,None
SME_02033,2023,Washington,Agriculture,Micro (1-9),5,0.194,0.0632,12237.0,0.1578,19,2004,1,1,0,5.23,1,1,6088.0,28.93,20.86,None
SME_02034,2024,Minnesota,Technology & Software,Upper-Mid (250-500),366,26.478,0.0793,2100535.0,0.1277,32,1992,1,0,0,6.25,1,2,64417.0,19.83,29.37,None
SME_02035,2023,Tennessee,Manufacturing,Small (10-49),11,2.152,0.0203,43677.0,0.1247,14,2009,0,1,1,5.62,1,4,124065.0,20.94,31.08,None
SME_02036,2023,Indiana,Education,Medium (50-249),236,6.902,0.0481,331854.0,0.0994,9,2014,0,1,1,7.44,1,5,82726.0,31.37,17.13,None
SME_02037,2024,Massachusetts,Hospitality & Food,Medium (50-249),110,2.651,0.0243,64549.0,0.1263,10,2014,1,0,0,6.43,0,0,0.0,0.0,13.01,Regulatory
SME_02038,2021,Arkansas,Finance & Insurance,Micro (1-9),2,0.178,0.0514,9145.0,0.0517,2,2019,1,0,0,3.28,0,0,0.0,0.0,30.25,Cost
SME_02039,2023,Missouri,Healthcare & Biotech,Micro (1-9),3,0.207,0.0277,5756.0,0.0451,44,1979,1,1,1,2.78,0,0,0.0,0.0,20.02,Unclear ROI
SME_02040,2023,Massachusetts,Hospitality & Food,Micro (1-9),5,0.082,0.0103,852.0,0.0422,10,2013,0,0,0,5.97,1,2,6428.0,43.95,53.99,None
SME_02041,2023,New York,Professional Services,Micro (1-9),5,0.152,0.0244,3709.0,0.0497,5,2018,1,1,0,3.73,0,0,0.0,0.0,14.42,Regulatory
SME_02042,2020,Georgia,Finance & Insurance,Medium (50-249),111,3.656,0.0674,246429.0,0.1119,26,1994,0,0,1,6.65,1,2,50422.0,38.78,13.66,None
SME_02043,2021,Georgia,Healthcare & Biotech,Upper-Mid (250-500),299,17.733,0.0828,1468672.0,0.092,26,1995,0,0,0,3.62,1,7,98506.0,35.41,30.91,None
SME_02044,2024,Wisconsin,Technology & Software,Small (10-49),28,0.612,0.0816,49939.0,0.223,29,1995,0,0,0,8.13,1,7,12528.0,24.38,7.65,None
SME_02045,2023,Pennsylvania,Manufacturing,Small (10-49),10,0.499,0.0596,29746.0,0.0911,36,1987,1,0,0,5.61,0,0,0.0,0.0,20.13,Regulatory
SME_02046,2021,Wyoming,Professional Services,Medium (50-249),162,3.836,0.0672,257872.0,0.1522,33,1988,0,0,0,2.46,0,0,0.0,0.0,-7.78,Lack of expertise
SME_02047,2019,Florida,Retail & E-commerce,Small (10-49),22,0.314,0.0563,17692.0,0.1601,6,2013,0,0,0,5.67,0,0,0.0,0.0,-7.64,Security concerns
SME_02048,2023,South Dakota,Professional Services,Small (10-49),22,0.491,0.052,25499.0,0.0,52,1971,0,1,0,7.32,1,7,31419.0,30.27,13.85,None
SME_02049,2024,Indiana,Finance & Insurance,Micro (1-9),5,0.378,0.0233,8802.0,0.0162,50,1974,0,1,1,4.8,1,5,5610.0,25.81,3.39,None
SME_02050,2020,Virginia,Technology & Software,Upper-Mid (250-500),295,34.446,0.027,931194.0,0.0,28,1992,1,1,0,7.49,1,7,2489863.0,21.95,-1.61,None
SME_02051,2021,Wyoming,Agriculture,Upper-Mid (250-500),400,32.066,0.0423,1356158.0,0.1677,23,1998,0,1,1,6.88,0,0,0.0,0.0,-3.97,Data quality
SME_02052,2023,Michigan,Agriculture,Micro (1-9),8,0.071,0.0145,1023.0,0.0474,38,1985,0,1,0,1.37,0,0,0.0,0.0,25.02,Unclear ROI
SME_02053,2024,Nebraska,Agriculture,Medium (50-249),70,1.216,0.0404,49136.0,0.1685,11,2013,1,0,0,2.87,0,0,0.0,0.0,10.97,Cost
SME_02054,2023,Colorado,Technology & Software,Upper-Mid (250-500),467,27.37,0.0752,2058892.0,0.1838,36,1987,1,1,0,4.35,1,6,935191.0,31.27,18.1,None
SME_02055,2019,Arizona,Agriculture,Micro (1-9),2,0.05,0.0283,1413.0,0.0835,10,2009,0,0,0,4.4,0,0,0.0,0.0,16.1,Data quality
SME_02056,2024,Massachusetts,Construction,Micro (1-9),7,0.26,0.0233,6034.0,0.0935,7,2017,1,0,0,2.52,0,0,0.0,0.0,-15.35,Regulatory
SME_02057,2022,Arizona,Retail & E-commerce,Upper-Mid (250-500),293,12.387,0.0652,807997.0,0.0776,49,1973,0,0,0,6.65,0,0,0.0,0.0,13.48,Data quality
SME_02058,2021,Florida,Agriculture,Small (10-49),24,0.823,0.0637,52479.0,0.0888,16,2005,1,0,0,1.0,0,0,0.0,0.0,13.2,Cost
SME_02059,2020,Georgia,Agriculture,Micro (1-9),1,0.05,0.062,3099.0,0.0863,50,1970,1,0,1,3.84,0,0,0.0,0.0,6.11,Unclear ROI
SME_02060,2023,Iowa,Manufacturing,Upper-Mid (250-500),384,16.962,0.0924,1567598.0,0.0993,40,1983,1,0,0,8.18,1,7,385013.0,35.05,35.8,None
SME_02061,2024,Arkansas,Healthcare & Biotech,Upper-Mid (250-500),256,25.573,0.005,127866.0,0.1317,17,2007,1,1,1,5.92,1,5,627562.0,26.51,21.48,None
SME_02062,2021,Iowa,Agriculture,Small (10-49),13,0.327,0.0277,9065.0,0.0275,10,2011,0,0,0,6.33,0,0,0.0,0.0,-15.57,Data quality
SME_02063,2020,South Dakota,Retail & E-commerce,Micro (1-9),5,0.109,0.0387,4209.0,0.0389,33,1987,1,0,0,5.29,0,0,0.0,0.0,1.43,Lack of expertise
SME_02064,2022,Colorado,Hospitality & Food,Small (10-49),26,0.22,0.0586,12905.0,0.1435,52,1970,0,0,0,5.64,0,0,0.0,0.0,10.35,Unclear ROI
SME_02065,2022,Oregon,Professional Services,Medium (50-249),111,6.291,0.0619,389687.0,0.1242,48,1974,1,0,0,7.24,1,5,504213.0,33.62,16.97,None
SME_02066,2022,Pennsylvania,Manufacturing,Small (10-49),45,6.993,0.0408,285237.0,0.1286,29,1993,1,1,0,2.8,1,4,429761.0,18.94,-10.54,None
SME_02067,2020,South Dakota,Hospitality & Food,Micro (1-9),8,0.055,0.0065,361.0,0.1357,20,2000,1,0,0,4.42,0,0,0.0,0.0,13.74,Regulatory
SME_02068,2023,Minnesota,Education,Micro (1-9),3,0.241,0.035,8436.0,0.1105,12,2011,1,0,1,4.85,1,7,1004.0,40.18,13.41,None
SME_02069,2021,Arizona,Finance & Insurance,Medium (50-249),60,5.289,0.1156,611147.0,0.0676,47,1974,0,0,1,8.06,1,7,78261.0,34.55,32.64,None
SME_02070,2020,Pennsylvania,Agriculture,Micro (1-9),7,0.091,0.0253,2301.0,0.123,29,1991,0,0,0,4.26,0,0,0.0,0.0,7.68,Security concerns
SME_02071,2021,Michigan,Professional Services,Small (10-49),31,0.414,0.0572,23667.0,0.144,43,1978,1,0,0,5.14,1,4,3725.0,32.58,15.52,None
SME_02072,2019,Ohio,Professional Services,Small (10-49),47,1.175,0.025,29420.0,0.0997,3,2016,0,1,0,5.14,1,6,38761.0,34.79,16.94,None
SME_02073,2024,Arizona,Retail & E-commerce,Small (10-49),48,3.207,0.0566,181579.0,0.1275,54,1970,1,1,0,5.5,1,7,108162.0,38.75,9.08,None
SME_02074,2021,Michigan,Education,Upper-Mid (250-500),290,2.444,0.0803,196254.0,0.105,17,2004,1,0,0,2.35,0,0,0.0,0.0,6.45,Security concerns
SME_02075,2021,Georgia,Retail & E-commerce,Medium (50-249),141,4.502,0.0833,374948.0,0.1357,23,1998,1,1,0,7.87,1,7,165974.0,23.11,32.91,None
SME_02076,2024,Texas,Finance & Insurance,Micro (1-9),1,0.06,0.031,1863.0,0.0319,21,2003,1,1,1,6.09,1,4,5548.0,21.66,10.38,None
SME_02077,2021,Massachusetts,Technology & Software,Micro (1-9),9,0.745,0.0366,27308.0,0.1457,40,1981,0,0,0,5.31,1,4,58725.0,41.57,27.8,None
SME_02078,2020,California,Finance & Insurance,Small (10-49),17,1.283,0.0252,32275.0,0.0435,2,2018,0,0,1,3.92,0,0,0.0,0.0,2.42,Lack of expertise
SME_02079,2024,Georgia,Professional Services,Micro (1-9),6,0.333,0.0399,13274.0,0.0782,30,1994,1,1,0,5.3,0,0,0.0,0.0,18.67,Security concerns
SME_02080,2023,North Carolina,Technology & Software,Micro (1-9),1,0.05,0.045,2252.0,0.1643,23,2000,1,1,0,2.89,1,2,7711.0,30.94,4.91,None
SME_02081,2024,Washington,Healthcare & Biotech,Medium (50-249),85,3.011,0.0626,188426.0,0.1235,24,2000,1,1,0,4.26,1,4,73772.0,31.05,18.02,None
SME_02082,2023,Texas,Manufacturing,Micro (1-9),4,0.12,0.007,843.0,0.1352,32,1991,1,0,0,3.16,0,0,0.0,0.0,-0.5,Lack of expertise
SME_02083,2022,Wyoming,Education,Medium (50-249),190,4.676,0.0512,239483.0,0.0741,39,1983,0,0,0,5.0,1,3,93146.0,26.97,19.92,None
SME_02084,2024,Washington,Education,Micro (1-9),8,0.507,0.0134,6792.0,0.0,51,1973,0,1,1,2.34,0,0,0.0,0.0,-1.3,Regulatory
SME_02085,2021,Arizona,Healthcare & Biotech,Medium (50-249),54,3.339,0.0643,214741.0,0.0922,47,1974,0,0,0,7.52,1,7,55629.0,35.26,14.95,None
SME_02086,2021,Mississippi,Hospitality & Food,Micro (1-9),9,0.085,0.0301,2573.0,0.0533,17,2004,0,0,0,4.45,1,3,6028.0,19.5,16.86,None
SME_02087,2020,California,Agriculture,Upper-Mid (250-500),366,1.505,0.0092,13783.0,0.3338,20,2000,0,0,1,7.95,0,0,0.0,0.0,0.36,Unclear ROI
SME_02088,2024,Wyoming,Agriculture,Small (10-49),23,0.486,0.0615,29900.0,0.1701,45,1979,0,0,0,4.36,0,0,0.0,0.0,20.3,Data quality
SME_02089,2020,Texas,Hospitality & Food,Medium (50-249),158,3.988,0.0236,94000.0,0.0902,8,2012,0,0,1,5.32,0,0,0.0,0.0,-2.11,Regulatory
SME_02090,2022,Wyoming,Manufacturing,Micro (1-9),5,0.392,0.0298,11699.0,0.0732,41,1981,0,0,0,2.78,0,0,0.0,0.0,-0.82,Unclear ROI
SME_02091,2024,Colorado,Construction,Small (10-49),42,0.952,0.0483,45954.0,0.1025,43,1981,1,1,0,7.03,0,0,0.0,0.0,6.41,Lack of expertise
SME_02092,2023,Illinois,Healthcare & Biotech,Micro (1-9),1,0.05,0.0294,1470.0,0.0861,40,1983,1,0,0,2.93,1,4,14667.0,24.38,9.18,None
SME_02093,2022,Arizona,Hospitality & Food,Micro (1-9),5,0.051,0.037,1879.0,0.0962,33,1989,1,0,0,2.13,0,0,0.0,0.0,14.15,Data quality
SME_02094,2024,North Carolina,Finance & Insurance,Medium (50-249),112,12.632,0.0405,511734.0,0.1114,41,1983,0,1,1,7.46,1,7,1975484.0,38.25,15.29,None
SME_02095,2024,Minnesota,Technology & Software,Small (10-49),32,0.842,0.0239,20103.0,0.0816,22,2002,1,1,0,7.55,1,2,29116.0,24.85,23.24,None
SME_02096,2024,Washington,Retail & E-commerce,Medium (50-249),218,2.665,0.0985,262413.0,0.0,12,2012,1,0,0,7.66,1,6,112729.0,37.92,21.26,None
SME_02097,2023,Wisconsin,Construction,Upper-Mid (250-500),491,31.408,0.0399,1253433.0,0.155,34,1989,1,0,1,8.28,0,0,0.0,0.0,-4.72,Data quality
SME_02098,2024,Wisconsin,Retail & E-commerce,Micro (1-9),9,0.226,0.0391,8819.0,0.0809,53,1971,1,0,0,7.45,1,5,11919.0,23.47,10.88,None
SME_02099,2021,Pennsylvania,Manufacturing,Medium (50-249),137,4.361,0.0871,379790.0,0.08,11,2010,0,0,0,7.39,0,0,0.0,0.0,39.03,Lack of expertise
SME_02100,2020,Wisconsin,Agriculture,Micro (1-9),4,0.187,0.0299,5587.0,0.095,49,1971,1,0,0,3.27,0,0,0.0,0.0,16.53,Unclear ROI
SME_02101,2021,California,Technology & Software,Micro (1-9),6,0.258,0.0334,8617.0,0.0447,3,2018,1,0,0,3.52,0,0,0.0,0.0,-1.64,Lack of expertise
SME_02102,2022,North Carolina,Construction,Medium (50-249),192,4.028,0.0412,165883.0,0.257,6,2016,0,0,0,5.53,1,5,41397.0,31.95,-12.78,None
SME_02103,2020,Missouri,Construction,Medium (50-249),110,9.598,0.0877,842154.0,0.1212,16,2004,1,0,0,3.33,0,0,0.0,0.0,1.31,Cost
SME_02104,2023,Illinois,Manufacturing,Medium (50-249),96,6.947,0.0641,445525.0,0.1273,8,2015,1,1,0,5.69,1,3,48399.0,13.39,25.85,None
SME_02105,2021,Florida,Education,Micro (1-9),9,0.176,0.033,5817.0,0.0259,24,1997,0,0,1,4.02,0,0,0.0,0.0,10.37,Data quality
SME_02106,2020,Ohio,Manufacturing,Small (10-49),31,3.907,0.0518,202354.0,0.1452,22,1998,1,0,0,6.3,1,6,47039.0,32.43,5.18,None
SME_02107,2023,Pennsylvania,Finance & Insurance,Micro (1-9),5,0.787,0.0417,32827.0,0.1106,52,1971,0,1,0,5.41,1,3,28332.0,17.67,16.02,None
SME_02108,2022,Michigan,Professional Services,Small (10-49),13,0.453,0.031,14068.0,0.2203,45,1977,0,0,0,3.28,1,7,4698.0,31.05,21.69,None
SME_02109,2024,Montana,Hospitality & Food,Micro (1-9),8,0.168,0.049,8250.0,0.0973,29,1995,1,0,0,2.14,0,0,0.0,0.0,11.72,Unclear ROI
SME_02110,2023,Nebraska,Agriculture,Medium (50-249),215,7.163,0.0593,424973.0,0.1995,43,1980,0,0,0,2.69,0,0,0.0,0.0,36.56,Cost
SME_02111,2024,Virginia,Professional Services,Micro (1-9),6,0.277,0.0181,5027.0,0.0531,11,2013,1,1,0,4.4,1,1,11092.0,24.69,37.04,None
SME_02112,2023,Texas,Technology & Software,Micro (1-9),9,0.22,0.0599,13193.0,0.0499,43,1980,0,0,0,5.39,1,2,7465.0,28.83,38.64,None
SME_02113,2022,Indiana,Professional Services,Micro (1-9),4,0.118,0.005,588.0,0.0166,43,1979,1,1,0,3.74,1,7,2134.0,48.52,31.37,None
SME_02114,2023,Colorado,Healthcare & Biotech,Micro (1-9),6,0.696,0.011,7689.0,0.1234,50,1973,1,0,0,6.34,1,1,26604.0,23.54,11.84,None
SME_02115,2019,North Carolina,Professional Services,Micro (1-9),8,0.678,0.0603,40875.0,0.0064,8,2011,0,1,0,3.37,0,0,0.0,0.0,15.46,Security concerns
SME_02116,2023,Montana,Construction,Small (10-49),11,0.864,0.048,41497.0,0.0222,11,2012,0,0,0,5.52,0,0,0.0,0.0,-7.81,Regulatory
SME_02117,2019,Pennsylvania,Construction,Small (10-49),13,0.482,0.0416,20049.0,0.0887,34,1985,0,1,0,3.47,0,0,0.0,0.0,14.73,Data quality
SME_02118,2024,New York,Construction,Micro (1-9),2,0.067,0.0216,1456.0,0.0825,41,1983,1,1,0,3.81,1,2,3395.0,21.35,12.03,None
SME_02119,2021,Alabama,Agriculture,Micro (1-9),5,0.147,0.0247,3635.0,0.0012,29,1992,0,0,0,2.9,0,0,0.0,0.0,10.58,Security concerns
SME_02120,2024,Virginia,Construction,Micro (1-9),7,0.928,0.059,54769.0,0.1056,45,1979,0,1,0,5.72,1,7,4314.0,34.56,13.96,None
SME_02121,2020,Kansas,Technology & Software,Micro (1-9),4,0.088,0.0425,3730.0,0.099,35,1985,1,1,1,4.46,0,0,0.0,0.0,10.02,Security concerns
SME_02122,2023,Indiana,Technology & Software,Medium (50-249),70,3.817,0.0223,85073.0,0.0989,16,2007,0,1,1,5.89,1,2,59196.0,28.39,-5.13,None
SME_02123,2024,Tennessee,Education,Upper-Mid (250-500),370,9.696,0.0596,578113.0,0.1104,35,1989,0,1,0,1.78,1,6,344444.0,9.6,5.69,None
SME_02124,2024,Mississippi,Agriculture,Micro (1-9),3,0.059,0.0341,2005.0,0.0591,36,1988,1,0,0,3.96,0,0,0.0,0.0,29.95,Unclear ROI
SME_02125,2024,Texas,Education,Medium (50-249),242,0.718,0.0766,54957.0,0.1361,15,2009,0,0,0,7.53,0,0,0.0,0.0,-12.9,Lack of expertise
SME_02126,2024,Virginia,Agriculture,Micro (1-9),7,0.068,0.0308,2096.0,0.0,46,1978,0,0,1,3.64,0,0,0.0,0.0,16.86,Data quality
SME_02127,2020,Michigan,Hospitality & Food,Micro (1-9),4,0.05,0.0461,2305.0,0.1113,23,1997,1,1,1,4.45,0,0,0.0,0.0,4.84,Data quality
SME_02128,2022,Montana,Technology & Software,Micro (1-9),7,0.148,0.0526,7809.0,0.0991,51,1971,0,1,1,2.86,0,0,0.0,0.0,-13.29,Lack of expertise
SME_02129,2019,Minnesota,Hospitality & Food,Micro (1-9),8,0.686,0.0376,25846.0,0.1288,11,2008,0,1,0,2.76,0,0,0.0,0.0,19.97,Unclear ROI
SME_02130,2024,Montana,Technology & Software,Micro (1-9),2,0.054,0.0186,1000.0,0.0326,8,2016,1,1,0,4.46,1,1,6046.0,28.13,6.95,None
SME_02131,2022,Indiana,Healthcare & Biotech,Micro (1-9),8,0.253,0.0523,13215.0,0.0881,16,2006,1,1,0,4.92,0,0,0.0,0.0,17.78,Unclear ROI
SME_02132,2020,Washington,Education,Micro (1-9),7,0.164,0.0351,5739.0,0.0925,21,1999,1,0,0,3.12,0,0,0.0,0.0,-6.14,Cost
SME_02133,2024,Nebraska,Agriculture,Micro (1-9),4,0.102,0.0256,2616.0,0.0796,53,1971,0,1,0,3.73,0,0,0.0,0.0,33.87,Regulatory
SME_02134,2023,Georgia,Hospitality & Food,Small (10-49),36,0.241,0.047,11316.0,0.0,39,1984,0,0,0,5.9,0,0,0.0,0.0,2.89,Data quality
SME_02135,2019,Nebraska,Retail & E-commerce,Micro (1-9),1,0.066,0.0333,2204.0,0.0875,32,1987,0,0,0,4.7,0,0,0.0,0.0,9.11,Lack of expertise
SME_02136,2022,Texas,Agriculture,Micro (1-9),3,0.05,0.0488,2438.0,0.1681,29,1993,0,0,0,4.08,0,0,0.0,0.0,8.93,Lack of expertise
SME_02137,2023,Mississippi,Manufacturing,Small (10-49),22,1.524,0.0602,91691.0,0.067,44,1979,1,1,0,7.15,1,5,17710.0,27.52,8.39,None
SME_02138,2020,Oregon,Finance & Insurance,Micro (1-9),8,0.286,0.0263,7533.0,0.1159,5,2015,0,0,0,4.81,0,0,0.0,0.0,-6.19,Data quality
SME_02139,2024,Michigan,Manufacturing,Micro (1-9),1,0.063,0.0625,3938.0,0.0678,24,2000,1,1,0,4.04,0,0,0.0,0.0,-2.39,Unclear ROI
SME_02140,2024,Tennessee,Technology & Software,Micro (1-9),3,0.068,0.0211,1438.0,0.0022,41,1983,0,0,0,6.26,1,4,5319.0,35.8,20.82,None
SME_02141,2024,Wyoming,Professional Services,Micro (1-9),6,0.098,0.0231,2271.0,0.0722,44,1980,1,1,0,2.36,0,0,0.0,0.0,32.22,Regulatory
SME_02142,2020,Indiana,Healthcare & Biotech,Small (10-49),10,1.095,0.0431,47201.0,0.014,6,2014,1,1,0,1.0,0,0,0.0,0.0,28.97,Regulatory
SME_02143,2022,Washington,Manufacturing,Micro (1-9),4,0.342,0.0329,11271.0,0.1496,30,1992,0,0,0,4.52,0,0,0.0,0.0,27.45,Lack of expertise
SME_02144,2023,Tennessee,Education,Micro (1-9),1,0.05,0.045,2252.0,0.1278,4,2019,1,0,1,2.63,0,0,0.0,0.0,0.34,Unclear ROI
SME_02145,2024,Michigan,Agriculture,Micro (1-9),5,0.06,0.0306,1823.0,0.1256,7,2017,1,0,0,4.33,0,0,0.0,0.0,7.93,Security concerns
SME_02146,2020,Kansas,Agriculture,Medium (50-249),123,3.081,0.0555,170876.0,0.1173,13,2007,0,0,0,5.49,0,0,0.0,0.0,-8.98,Cost
SME_02147,2019,Montana,Hospitality & Food,Micro (1-9),1,0.05,0.0498,2489.0,0.1044,47,1972,0,0,0,3.91,1,4,4173.0,27.68,10.41,None
SME_02148,2023,Colorado,Healthcare & Biotech,Medium (50-249),211,5.556,0.0275,152753.0,0.1142,44,1979,1,1,0,9.6,1,5,22635.0,10.71,11.38,None
SME_02149,2024,Illinois,Retail & E-commerce,Small (10-49),33,1.361,0.0053,7250.0,0.1286,37,1987,0,0,0,5.05,0,0,0.0,0.0,-12.74,Regulatory
SME_02150,2024,Mississippi,Finance & Insurance,Micro (1-9),8,0.492,0.0248,12189.0,0.0652,53,1971,0,1,1,2.25,0,0,0.0,0.0,12.45,Unclear ROI
SME_02151,2024,Georgia,Finance & Insurance,Upper-Mid (250-500),414,55.023,0.082,4510152.0,0.0465,6,2018,1,0,1,7.7,1,3,552570.0,31.11,37.97,None
SME_02152,2024,Oregon,Hospitality & Food,Micro (1-9),9,0.057,0.0421,2411.0,0.0965,24,2000,1,1,0,3.95,0,0,0.0,0.0,17.13,Cost
SME_02153,2021,California,Technology & Software,Micro (1-9),9,0.62,0.0209,12977.0,0.0943,3,2018,1,1,0,4.37,1,2,7194.0,21.85,3.02,None
SME_02154,2022,Washington,Hospitality & Food,Micro (1-9),9,0.094,0.0388,3646.0,0.0,36,1986,0,0,0,6.17,0,0,0.0,0.0,8.57,Lack of expertise
SME_02155,2023,Florida,Hospitality & Food,Small (10-49),11,0.341,0.0397,13541.0,0.0584,51,1972,1,0,0,2.39,1,1,1586.0,12.27,6.25,None
SME_02156,2020,South Dakota,Retail & E-commerce,Small (10-49),16,0.369,0.011,4041.0,0.0972,23,1997,0,0,0,4.72,0,0,0.0,0.0,12.04,Regulatory
SME_02157,2024,New York,Technology & Software,Micro (1-9),4,0.109,0.0228,2476.0,0.0764,23,2001,1,1,1,4.27,1,4,4208.0,46.63,13.38,None
SME_02158,2023,North Carolina,Finance & Insurance,Medium (50-249),83,5.713,0.0702,400977.0,0.0,46,1977,0,0,0,1.74,1,7,110676.0,34.16,5.95,None
SME_02159,2019,Massachusetts,Agriculture,Small (10-49),14,0.489,0.0469,22925.0,0.1393,9,2010,0,0,0,5.93,0,0,0.0,0.0,1.5,Regulatory
SME_02160,2022,South Dakota,Manufacturing,Medium (50-249),249,53.506,0.0625,3344480.0,0.1398,28,1994,0,1,1,6.34,0,0,0.0,0.0,12.4,Data quality
SME_02161,2019,Washington,Professional Services,Micro (1-9),3,0.063,0.0511,3239.0,0.0375,38,1981,1,0,0,4.88,0,0,0.0,0.0,6.38,Cost
SME_02162,2021,Indiana,Education,Small (10-49),44,2.1,0.0425,89338.0,0.0195,24,1997,1,0,0,3.12,0,0,0.0,0.0,2.63,Lack of expertise
SME_02163,2024,Iowa,Finance & Insurance,Small (10-49),10,1.003,0.0535,53638.0,0.1055,24,2000,0,1,0,6.61,1,7,11091.0,32.42,20.94,None
SME_02164,2023,North Carolina,Manufacturing,Small (10-49),17,1.813,0.0114,20652.0,0.1332,47,1976,0,0,0,3.14,1,1,28104.0,7.14,10.17,None
SME_02165,2020,Pennsylvania,Construction,Medium (50-249),65,1.972,0.0466,91893.0,0.1393,9,2011,1,0,0,4.33,0,0,0.0,0.0,2.58,Lack of expertise
SME_02166,2019,Georgia,Manufacturing,Medium (50-249),148,14.769,0.0588,868605.0,0.0559,4,2015,0,0,0,4.4,0,0,0.0,0.0,25.85,Unclear ROI
SME_02167,2019,California,Agriculture,Micro (1-9),5,0.081,0.0178,1441.0,0.0942,18,2001,0,0,0,2.71,0,0,0.0,0.0,-9.15,Unclear ROI
SME_02168,2020,Illinois,Healthcare & Biotech,Micro (1-9),2,0.104,0.0294,3042.0,0.1027,36,1984,0,0,0,2.54,0,0,0.0,0.0,26.46,Data quality
SME_02169,2023,Virginia,Healthcare & Biotech,Micro (1-9),8,0.494,0.0391,19304.0,0.0905,46,1977,0,0,0,5.06,1,6,2195.0,32.0,21.32,None
SME_02170,2021,Arizona,Education,Small (10-49),28,0.435,0.0452,19661.0,0.1012,33,1988,0,0,1,5.02,0,0,0.0,0.0,-6.56,Cost
SME_02171,2023,Montana,Professional Services,Micro (1-9),8,0.731,0.0375,27414.0,0.1119,41,1982,0,0,0,3.7,1,4,2278.0,28.28,13.0,None
SME_02172,2021,Missouri,Healthcare & Biotech,Micro (1-9),4,0.099,0.043,4278.0,0.139,42,1979,0,1,1,4.65,1,3,5448.0,17.59,21.42,None
SME_02173,2022,Mississippi,Manufacturing,Micro (1-9),4,0.506,0.0248,12550.0,0.1067,43,1979,0,1,0,2.56,0,0,0.0,0.0,-11.89,Cost
SME_02174,2021,Colorado,Retail & E-commerce,Small (10-49),41,2.045,0.005,10223.0,0.1614,15,2006,0,0,0,2.66,0,0,0.0,0.0,8.04,Cost
SME_02175,2019,Alabama,Construction,Micro (1-9),2,0.064,0.0167,1064.0,0.118,49,1970,1,0,0,4.14,0,0,0.0,0.0,39.24,Security concerns
SME_02176,2021,North Carolina,Hospitality & Food,Upper-Mid (250-500),277,2.734,0.0688,188193.0,0.1003,49,1972,0,0,1,5.41,0,0,0.0,0.0,22.22,Data quality
SME_02177,2024,Wyoming,Agriculture,Micro (1-9),5,0.178,0.0337,6007.0,0.1014,8,2016,1,0,0,1.75,0,0,0.0,0.0,5.68,Cost
SME_02178,2023,Colorado,Professional Services,Micro (1-9),8,0.081,0.005,404.0,0.0846,32,1991,1,1,1,2.3,0,0,0.0,0.0,32.78,Data quality
SME_02179,2023,Iowa,Retail & E-commerce,Micro (1-9),6,0.206,0.0305,6285.0,0.1064,48,1975,1,0,0,1.22,0,0,0.0,0.0,-5.06,Regulatory
SME_02180,2023,Ohio,Professional Services,Medium (50-249),110,4.855,0.0129,62859.0,0.143,14,2009,1,0,0,4.39,1,6,42214.0,39.8,32.38,None
