company_id,year,state,industry,size_category,employees,revenue_m_usd,tech_invest_pct,tech_invest_usd,tech_emp_pct,years_in_business,founded_year,cloud_adopted,has_data_strategy,ceo_tech_background,digital_maturity,ai_adopted,ai_tools_count,ai_investment_usd,productivity_gain_pct,revenue_growth_pct,primary_barrier,revenue_per_employee,ai_investment_per_employee,tech_invest_k_usd,size_num,region,post_chatgpt,ai_readiness_score,industry_enc,state_enc,region_enc,size_category_enc,primary_barrier_enc,cluster_id,cluster_name
SME_02205,2024,Minnesota,Manufacturing,Micro (1-9),1,0.075,0.0363,2716.0,0.0,4,2020,0,1,0,5.37,1,2,2630.0,9.74,-0.48,,75000.0,2630.0,2.716,1,Midwest,1,0.41555,6,13,0,1,6,3.0,Digital Explorers
SME_02206,2024,Arizona,Construction,Small (10-49),25,1.689,0.0194,32715.0,0.1538,52,1972,0,1,0,7.18,0,0,0.0,0.0,-0.35,Regulatory,67560.0,0.0,32.715,2,Southwest,1,0.5214,1,1,3,2,3,3.0,Digital Explorers
SME_02207,2024,Kansas,Agriculture,Small (10-49),12,0.425,0.0303,12872.0,0.1244,10,2014,1,0,0,4.51,0,0,0.0,0.0,14.29,Unclear ROI,35416.666666666664,0.0,12.872,2,Midwest,1,0.49295,0,10,0,2,5,1.0,Traditional SMEs
SME_02208,2024,Arkansas,Professional Services,Small (10-49),21,3.214,0.0429,137863.0,0.0384,22,2002,1,1,1,5.97,0,0,0.0,0.0,-6.66,Data quality,153047.61904761905,0.0,137.863,2,Southeast,1,0.71265,7,2,2,2,1,0.0,Cost-Conscious Adopters
SME_02209,2020,Massachusetts,Agriculture,Small (10-49),36,0.468,0.0716,33509.0,0.2027,18,2002,1,0,0,4.66,1,2,16748.0,27.57,29.49,,13000.0,465.22222222222223,33.509,2,Northeast,0,0.5972000000000001,0,11,1,2,6,1.0,Traditional SMEs
SME_02210,2021,Michigan,Hospitality & Food,Micro (1-9),2,0.05,0.0287,1434.0,0.0379,23,1998,1,0,0,3.03,0,0,0.0,0.0,18.76,Regulatory,25000.0,0.0,1.434,1,Midwest,0,0.4029,5,12,0,1,3,1.0,Traditional SMEs
SME_02211,2021,Nebraska,Hospitality & Food,Upper-Mid (250-500),112,2.009,0.056,112431.0,0.122,13,2008,1,0,0,5.9,0,0,0.0,0.0,-7.64,Data quality,17937.5,0.0,112.431,4,Midwest,0,0.5720000000000001,5,17,0,3,1,2.0,AI Pioneers
SME_02212,2019,Georgia,Professional Services,Micro (1-9),9,0.405,0.0297,12031.0,0.0526,4,2015,0,0,0,3.78,1,1,3978.0,14.22,14.04,,45000.0,442.0,12.031,1,Southeast,0,0.18425,7,6,2,1,6,1.0,Traditional SMEs
SME_02213,2023,Oregon,Hospitality & Food,Upper-Mid (250-500),112,5.968500000000001,0.0062,38609.0,0.0504,16,2007,1,0,1,9.93,0,0,0.0,0.0,20.0,Security concerns,53290.17857142858,0.0,38.609,4,West,1,0.5824,5,21,4,3,4,2.0,AI Pioneers
SME_02214,2024,Illinois,Professional Services,Micro (1-9),7,0.207,0.0205,4236.0,0.1687,45,1979,1,1,0,5.35,1,4,11725.0,21.78,13.11,,29571.428571428572,1675.0,4.236,1,Midwest,1,0.7256000000000001,7,7,0,1,6,3.0,Digital Explorers
SME_02215,2023,Arkansas,Professional Services,Medium (50-249),112,4.129,0.0627,258886.0,0.1105,4,2019,1,1,1,6.85,1,3,29926.25,37.08,15.43,,36866.07142857143,267.1986607142857,258.886,3,Southeast,1,0.8048,7,2,2,0,6,2.0,AI Pioneers
SME_02216,2024,Georgia,Hospitality & Food,Small (10-49),30,0.311,0.0479,14910.0,0.1754,26,1998,1,0,1,6.71,1,5,1609.0,23.25,28.99,,10366.666666666666,53.63333333333333,14.91,2,Southeast,1,0.61085,5,6,2,2,6,0.0,Cost-Conscious Adopters
SME_02217,2024,Ohio,Professional Services,Micro (1-9),3,0.133,0.0154,2051.0,0.1153,14,2010,1,1,0,3.5,0,0,0.0,0.0,22.94,Lack of expertise,44333.333333333336,0.0,2.051,1,Midwest,1,0.6357499999999999,7,20,0,1,2,3.0,Digital Explorers
SME_02218,2023,Alabama,Agriculture,Small (10-49),26,0.496,0.0143,7122.0,0.0811,15,2008,1,1,0,3.4,0,0,0.0,0.0,-1.75,Data quality,19076.92307692308,0.0,7.122,2,Southeast,1,0.614,0,0,2,2,1,3.0,Digital Explorers
SME_02219,2022,Colorado,Finance & Insurance,Small (10-49),29,1.214,0.0194,23532.0,0.1189,13,2009,0,1,0,3.15,1,1,29926.25,26.43,26.05,,41862.06896551724,1031.9396551724135,23.532,2,West,0,0.38305,3,4,4,2,6,3.0,Digital Explorers
SME_02220,2020,Texas,Agriculture,Small (10-49),42,0.597,0.032,19115.0,0.098,39,1981,0,1,0,4.19,0,0,0.0,0.0,8.85,Unclear ROI,14214.285714285714,0.0,19.115,2,Southwest,0,0.4226999999999999,0,25,3,2,5,3.0,Digital Explorers
SME_02221,2019,Ohio,Hospitality & Food,Upper-Mid (250-500),112,3.999,0.0615,245956.0,0.2026,33,1986,0,0,1,4.78,0,0,0.0,0.0,-3.1,Unclear ROI,35705.357142857145,0.0,245.956,4,Midwest,0,0.33565,5,20,0,3,5,2.0,AI Pioneers
SME_02222,2024,North Carolina,Manufacturing,Upper-Mid (250-500),112,5.968500000000001,0.0204,937727.0,0.0932,3,2021,1,0,0,7.65,0,0,0.0,0.0,-13.98,Data quality,53290.17857142858,0.0,937.727,4,Southeast,1,0.5567,6,19,2,3,1,2.0,AI Pioneers
SME_02223,2022,Georgia,Healthcare & Biotech,Small (10-49),12,1.701,0.0388,65948.0,0.1642,28,1994,0,0,0,6.95,1,4,22924.0,21.91,30.42,,141750.0,1910.3333333333333,65.948,2,Southeast,0,0.3488,4,6,2,2,6,1.0,Traditional SMEs
SME_02224,2022,Pennsylvania,Hospitality & Food,Small (10-49),45,0.487,0.0562,27377.0,0.0849,23,1999,1,1,0,4.19,0,0,0.0,0.0,17.32,Unclear ROI,10822.222222222224,0.0,27.377,2,Northeast,0,0.7024500000000001,5,22,1,2,5,3.0,Digital Explorers
SME_02225,2022,Alabama,Professional Services,Medium (50-249),55,2.996,0.0177,53017.0,0.0541,45,1977,1,0,0,3.85,1,7,29926.25,33.84,10.4,,54472.72727272727,544.1136363636364,53.017,3,Southeast,0,0.4191,7,0,2,0,6,1.0,Traditional SMEs
SME_02226,2023,Massachusetts,Construction,Micro (1-9),7,0.311,0.0622,19334.0,0.0503,32,1991,0,0,0,6.49,1,6,6940.0,44.38,25.81,,44428.57142857143,991.4285714285714,19.334,1,Northeast,1,0.31315,1,11,1,1,6,1.0,Traditional SMEs
SME_02227,2024,Colorado,Hospitality & Food,Medium (50-249),52,0.696,0.0268,18636.0,0.0588,17,2007,1,1,0,8.12,1,3,9263.0,6.83,7.9,,13384.615384615385,178.1346153846154,18.636,3,West,1,0.7632,5,4,4,0,6,3.0,Digital Explorers
SME_02228,2024,South Dakota,Manufacturing,Micro (1-9),3,0.144,0.0661,9502.0,0.0779,11,2013,0,0,0,3.28,0,0,0.0,0.0,-7.57,Cost,48000.0,0.0,9.502,1,Midwest,1,0.2365,6,23,0,1,0,1.0,Traditional SMEs
SME_02229,2023,Oregon,Agriculture,Small (10-49),21,0.482,0.0541,26070.0,0.1143,29,1994,0,0,1,6.58,0,0,0.0,0.0,9.64,Cost,22952.38095238095,0.0,26.07,2,West,1,0.3357,0,21,4,2,0,0.0,Cost-Conscious Adopters
SME_02230,2024,Virginia,Retail & E-commerce,Micro (1-9),1,0.05,0.0415,2073.0,0.1185,7,2017,1,0,0,2.66,0,0,0.0,0.0,2.46,Regulatory,50000.0,0.0,2.073,1,Southeast,1,0.4513,8,26,2,1,3,1.0,Traditional SMEs
SME_02231,2020,Colorado,Professional Services,Small (10-49),34,1.911,0.0567,108251.0,0.1222,32,1988,1,0,0,5.84,1,3,29926.25,34.35,11.04,,56205.882352941175,880.1838235294117,108.251,2,West,0,0.57135,7,4,4,2,6,1.0,Traditional SMEs
SME_02232,2024,Massachusetts,Professional Services,Micro (1-9),6,0.405,0.0341,13779.0,0.1339,43,1981,1,1,0,7.18,1,5,4763.0,35.66,6.24,,67500.0,793.8333333333334,13.779,1,Northeast,1,0.7835,7,11,1,1,6,3.0,Digital Explorers
SME_02233,2022,Kansas,Construction,Upper-Mid (250-500),112,5.968500000000001,0.068,519567.0,0.2587,30,1992,0,0,0,8.35,0,0,0.0,0.0,-0.41,Unclear ROI,53290.17857142858,0.0,519.567,4,Midwest,0,0.4525,1,10,0,3,5,2.0,AI Pioneers
SME_02234,2023,Minnesota,Technology & Software,Medium (50-249),112,3.865,0.0534,206184.0,0.1531,7,2016,1,1,0,8.54,1,5,29926.25,24.66,7.83,,34508.92857142857,267.1986607142857,206.184,3,Midwest,1,0.86285,9,13,0,0,6,2.0,AI Pioneers
SME_02235,2024,Arizona,Healthcare & Biotech,Micro (1-9),1,0.05,0.047,2349.0,0.127,31,1993,1,0,0,3.16,0,0,0.0,0.0,5.4,Unclear ROI,50000.0,0.0,2.349,1,Southwest,1,0.4788,4,1,3,1,5,1.0,Traditional SMEs
SME_02236,2019,Georgia,Education,Micro (1-9),3,0.05,0.0332,1660.0,0.1524,22,1997,0,0,1,2.37,0,0,0.0,0.0,7.45,Security concerns,16666.666666666668,0.0,1.66,1,Southeast,0,0.1971,2,6,2,1,4,0.0,Cost-Conscious Adopters
SME_02237,2024,Colorado,Education,Micro (1-9),4,0.066,0.0566,3730.0,0.1215,35,1989,0,0,0,2.58,0,0,0.0,0.0,26.7,Data quality,16500.0,0.0,3.73,1,West,1,0.22305,2,4,4,1,1,1.0,Traditional SMEs
SME_02238,2020,California,Finance & Insurance,Micro (1-9),5,0.702,0.0287,20121.0,0.1222,15,2005,0,0,1,4.56,0,0,0.0,0.0,-7.48,Unclear ROI,140400.0,0.0,20.121,1,West,0,0.24095,3,3,4,1,5,0.0,Cost-Conscious Adopters
SME_02239,2022,Nebraska,Finance & Insurance,Small (10-49),17,1.36,0.0546,74266.0,0.2058,20,2002,0,0,0,7.14,0,0,0.0,0.0,-6.61,Security concerns,80000.0,0.0,74.266,2,Midwest,0,0.3961,3,17,0,2,4,1.0,Traditional SMEs
SME_02240,2024,Massachusetts,Healthcare & Biotech,Micro (1-9),9,0.579,0.0335,19382.0,0.0815,13,2011,1,1,0,6.03,1,3,7247.0,28.42,20.85,,64333.333333333336,805.2222222222222,19.382,1,Northeast,1,0.7219,4,11,1,1,6,3.0,Digital Explorers
SME_02241,2021,Oregon,Professional Services,Micro (1-9),4,0.096,0.0204,1950.0,0.1291,50,1971,0,0,0,4.2,0,0,0.0,0.0,0.88,Security concerns,24000.0,0.0,1.95,1,West,0,0.22115,7,21,4,1,4,1.0,Traditional SMEs
SME_02242,2023,Arkansas,Technology & Software,Micro (1-9),3,0.107,0.027,2900.0,0.0257,4,2019,1,0,1,5.17,1,6,6147.0,26.94,3.9,,35666.666666666664,2049.0,2.9,1,Southeast,1,0.45845,9,2,2,1,6,0.0,Cost-Conscious Adopters
SME_02243,2021,California,Agriculture,Micro (1-9),4,0.166,0.005,829.0,0.0616,22,1999,0,1,0,6.23,0,0,0.0,0.0,14.02,Lack of expertise,41500.0,0.0,0.829,1,West,0,0.4252,0,3,4,1,2,3.0,Digital Explorers
SME_02244,2024,South Dakota,Construction,Medium (50-249),104,5.968500000000001,0.0569,611072.0,0.1734,12,2012,0,0,0,6.19,1,2,29926.25,33.4,28.09,,57389.423076923085,287.75240384615387,611.072,3,Midwest,1,0.35775,1,23,0,0,6,2.0,AI Pioneers
SME_02245,2022,Iowa,Hospitality & Food,Micro (1-9),6,0.067,0.0575,3877.0,0.0442,14,2008,1,0,0,5.43,0,0,0.0,0.0,22.63,Security concerns,11166.666666666666,0.0,3.877,1,Midwest,0,0.5212499999999999,5,9,0,1,4,1.0,Traditional SMEs
SME_02246,2023,Alabama,Agriculture,Micro (1-9),5,0.13,0.0104,1354.0,0.1018,46,1977,1,0,1,2.48,0,0,0.0,0.0,3.7,Security concerns,26000.0,0.0,1.354,1,Southeast,1,0.3909,0,0,2,1,4,0.0,Cost-Conscious Adopters
SME_02247,2024,Illinois,Education,Small (10-49),30,0.295,0.0407,12029.0,0.1567,26,1998,1,0,1,4.05,0,0,0.0,0.0,14.01,Data quality,9833.333333333334,0.0,12.029,2,Midwest,1,0.5109,2,7,0,2,1,0.0,Cost-Conscious Adopters
SME_02248,2024,Alabama,Hospitality & Food,Medium (50-249),112,5.968500000000001,0.0847,554696.0,0.1494,49,1975,1,1,0,7.6,0,0,0.0,0.0,7.52,Data quality,53290.17857142858,0.0,554.696,3,Southeast,1,0.8797499999999999,5,0,2,0,1,2.0,AI Pioneers
SME_02249,2020,Nebraska,Healthcare & Biotech,Small (10-49),25,2.449,0.0212,51974.0,0.1783,43,1977,0,0,1,2.96,0,0,0.0,0.0,15.05,Data quality,97960.0,0.0,51.974,2,Midwest,0,0.20975,4,17,0,2,1,0.0,Cost-Conscious Adopters
SME_02250,2023,Ohio,Education,Medium (50-249),112,2.265,0.0506,114476.0,0.0759,33,1990,1,0,1,4.41,0,0,0.0,0.0,14.16,Data quality,20223.214285714286,0.0,114.476,3,Midwest,1,0.4961499999999999,2,20,0,0,1,0.0,Cost-Conscious Adopters
SME_02251,2023,Indiana,Professional Services,Small (10-49),26,0.465,0.0564,26243.0,0.158,46,1977,0,0,0,5.8,0,0,0.0,0.0,3.46,Regulatory,17884.615384615383,0.0,26.243,2,Midwest,1,0.3376,7,8,0,2,3,1.0,Traditional SMEs
SME_02252,2021,Florida,Education,Medium (50-249),50,1.021,0.0526,53678.0,0.1286,6,2015,0,0,1,3.29,0,0,0.0,0.0,22.37,Regulatory,20419.999999999996,0.0,53.678,3,Southeast,0,0.2419,2,5,2,0,3,0.0,Cost-Conscious Adopters
SME_02253,2024,Indiana,Manufacturing,Micro (1-9),7,0.344,0.0307,10541.0,0.1138,45,1979,1,0,0,2.92,0,0,0.0,0.0,15.7,Data quality,49142.857142857145,0.0,10.541,1,Midwest,1,0.44055,6,8,0,1,1,1.0,Traditional SMEs
SME_02254,2024,Oregon,Technology & Software,Micro (1-9),5,0.218,0.043,9366.0,0.1669,34,1990,1,0,0,4.29,1,1,1724.0,5.77,-8.37,,43600.0,344.8,9.366,1,West,1,0.52665,9,21,4,1,6,1.0,Traditional SMEs
SME_02255,2022,Pennsylvania,Manufacturing,Medium (50-249),112,5.968500000000001,0.0648,1941605.0,0.1394,51,1971,1,1,0,7.36,1,4,29926.25,31.93,6.41,,53290.17857142858,267.1986607142857,1941.605,3,Northeast,0,0.8377,6,22,1,0,6,2.0,AI Pioneers
SME_02256,2020,New York,Manufacturing,Small (10-49),27,3.186,0.0376,119835.0,0.1299,27,1993,0,0,0,7.37,1,2,17761.0,25.61,32.64,,118000.0,657.8148148148148,119.835,2,Northeast,0,0.34245,6,18,1,2,6,1.0,Traditional SMEs
SME_02257,2020,South Dakota,Healthcare & Biotech,Small (10-49),20,1.926,0.0247,47643.0,0.07,45,1975,1,1,0,3.79,0,0,0.0,0.0,14.42,Regulatory,96300.0,0.0,47.643,2,Midwest,0,0.6357500000000001,4,23,0,2,3,3.0,Digital Explorers
SME_02258,2019,Virginia,Professional Services,Medium (50-249),112,2.07,0.0461,95340.0,0.1245,47,1972,0,0,0,7.5,0,0,0.0,0.0,21.11,Cost,18482.142857142855,0.0,95.34,3,Southeast,0,0.3564,7,26,2,0,0,2.0,AI Pioneers
SME_02259,2020,Wisconsin,Hospitality & Food,Small (10-49),21,0.422,0.0161,6784.0,0.1103,46,1974,1,0,0,2.97,0,0,0.0,0.0,-3.75,Regulatory,20095.238095238095,0.0,6.784,2,Midwest,0,0.4184,5,28,0,2,3,1.0,Traditional SMEs
SME_02260,2024,Washington,Healthcare & Biotech,Small (10-49),12,0.625,0.0404,25225.0,0.0874,53,1971,1,1,0,7.38,1,2,8205.0,20.97,31.38,,52083.333333333336,683.75,25.225,2,West,1,0.7757,4,27,4,2,6,3.0,Digital Explorers
SME_02261,2021,New York,Retail & E-commerce,Small (10-49),26,2.54,0.0463,117502.0,0.0774,17,2004,1,1,0,6.74,0,0,0.0,0.0,3.97,Data quality,97692.30769230767,0.0,117.502,2,Northeast,0,0.7603500000000001,8,18,1,2,1,3.0,Digital Explorers
SME_02262,2024,Texas,Hospitality & Food,Medium (50-249),112,1.371,0.0358,49144.0,0.1668,10,2014,0,0,1,4.97,0,0,0.0,0.0,18.31,Security concerns,12241.07142857143,0.0,49.144,3,Southwest,1,0.2862,5,25,3,0,4,0.0,Cost-Conscious Adopters
SME_02263,2021,Wyoming,Technology & Software,Micro (1-9),1,0.05,0.0404,2018.0,0.0619,32,1989,0,1,0,3.26,1,3,1213.0,28.04,21.11,,50000.0,1213.0,2.018,1,West,0,0.38935,9,29,4,1,6,3.0,Digital Explorers
SME_02264,2021,Tennessee,Professional Services,Small (10-49),20,1.757,0.0552,96908.0,0.1211,24,1997,1,1,1,6.75,0,0,0.0,0.0,-1.67,Security concerns,87850.0,0.0,96.908,2,Southeast,0,0.7958500000000001,7,24,2,2,4,0.0,Cost-Conscious Adopters
SME_02265,2024,New York,Technology & Software,Medium (50-249),112,5.968500000000001,0.0428,364670.0,0.1875,33,1991,1,0,1,5.17,1,2,29926.25,11.34,24.18,,53290.17857142858,267.1986607142857,364.67,3,Northeast,1,0.56305,9,18,1,0,6,2.0,AI Pioneers
SME_02266,2024,Indiana,Manufacturing,Small (10-49),45,0.724,0.0133,9657.0,0.1264,28,1996,0,0,0,3.7,1,4,19039.0,19.17,-0.22,,16088.888888888889,423.0888888888889,9.657,2,Midwest,1,0.19415,6,8,0,2,6,1.0,Traditional SMEs
SME_02267,2019,Wyoming,Education,Small (10-49),18,0.883,0.0118,10388.0,0.0353,7,2012,0,0,0,1.7,0,0,0.0,0.0,7.41,Cost,49055.555555555555,0.0,10.388,2,West,0,0.08635,2,29,4,2,0,1.0,Traditional SMEs
SME_02268,2024,New York,Agriculture,Micro (1-9),8,0.215,0.0197,4247.0,0.1162,18,2006,1,1,0,1.0,0,0,0.0,0.0,-16.21,Lack of expertise,26875.0,0.0,4.247,1,Northeast,1,0.5676500000000001,0,18,1,1,2,3.0,Digital Explorers
SME_02269,2020,Illinois,Construction,Upper-Mid (250-500),112,5.968500000000001,0.1108,5530100.0,0.1353,29,1991,0,0,0,2.81,0,0,0.0,0.0,14.21,Data quality,53290.17857142858,0.0,5530.1,4,Midwest,0,0.30195,1,7,0,3,1,2.0,AI Pioneers
SME_02270,2024,Pennsylvania,Construction,Micro (1-9),5,0.301,0.019,5718.0,0.0463,6,2018,1,1,0,3.68,0,0,0.0,0.0,-0.33,Regulatory,60200.0,0.0,5.718,1,Northeast,1,0.61205,1,22,1,1,3,3.0,Digital Explorers
SME_02271,2023,Texas,Education,Medium (50-249),112,5.968500000000001,0.052,379764.0,0.1477,6,2017,0,1,1,3.03,0,0,0.0,0.0,7.37,Cost,53290.17857142858,0.0,379.764,3,Southwest,1,0.44275,2,25,3,0,0,2.0,AI Pioneers
SME_02272,2024,Missouri,Technology & Software,Micro (1-9),9,0.277,0.0423,11714.0,0.0,15,2009,1,1,0,4.58,1,7,7909.0,33.26,22.3,,30777.777777777777,878.7777777777778,11.714,1,Midwest,1,0.6508499999999999,9,15,0,1,6,3.0,Digital Explorers
SME_02273,2023,Indiana,Education,Micro (1-9),4,0.05,0.0586,2928.0,0.0164,45,1978,0,1,0,5.74,1,6,21885.0,31.14,12.17,,12500.0,5471.25,2.928,1,Midwest,1,0.4683,2,8,0,1,6,3.0,Digital Explorers
SME_02274,2020,Arizona,Agriculture,Micro (1-9),7,0.07,0.0343,2391.0,0.0556,25,1995,0,0,0,4.93,0,0,0.0,0.0,8.02,Unclear ROI,10000.0,0.0,2.391,1,Southwest,0,0.22715,0,1,3,1,5,1.0,Traditional SMEs
SME_02275,2024,Arizona,Hospitality & Food,Micro (1-9),6,0.143,0.0237,3392.0,0.0951,46,1978,1,1,0,2.94,0,0,0.0,0.0,24.81,Data quality,23833.333333333332,0.0,3.392,1,Southwest,1,0.6213,5,1,3,1,1,3.0,Digital Explorers
SME_02276,2023,Indiana,Professional Services,Micro (1-9),3,0.05,0.0434,2171.0,0.1033,7,2016,1,0,1,1.79,0,0,0.0,0.0,3.45,Cost,16666.666666666668,0.0,2.171,1,Midwest,1,0.42045,7,8,0,1,0,0.0,Cost-Conscious Adopters
SME_02277,2023,Massachusetts,Education,Micro (1-9),8,0.222,0.0307,6830.0,0.1485,17,2006,0,1,0,2.63,0,0,0.0,0.0,21.89,Regulatory,27750.0,0.0,6.83,1,Northeast,1,0.3992,2,11,1,1,3,3.0,Digital Explorers
SME_02278,2024,Missouri,Hospitality & Food,Medium (50-249),67,0.508,0.0296,15025.0,0.1095,15,2009,1,1,0,5.69,0,0,0.0,0.0,30.88,Data quality,7582.089552238806,0.0,15.025,3,Midwest,1,0.71985,5,15,0,0,1,3.0,Digital Explorers
SME_02279,2021,Tennessee,Manufacturing,Micro (1-9),2,0.16,0.0342,5469.0,0.0692,25,1996,1,0,0,2.47,0,0,0.0,0.0,14.28,Data quality,80000.0,0.0,5.469,1,Southeast,0,0.41,6,24,2,1,1,1.0,Traditional SMEs
SME_02280,2024,Tennessee,Hospitality & Food,Micro (1-9),2,0.05,0.0467,2336.0,0.0061,10,2014,1,0,0,3.27,1,1,29926.25,2.77,-6.6,,25000.0,14963.125,2.336,1,Southeast,1,0.4212,5,24,2,1,6,1.0,Traditional SMEs
SME_02281,2024,Massachusetts,Manufacturing,Micro (1-9),9,0.34,0.0146,4960.0,0.0825,46,1978,1,1,0,2.29,0,0,0.0,0.0,7.15,Unclear ROI,37777.77777777778,0.0,4.96,1,Northeast,1,0.58185,6,11,1,1,5,3.0,Digital Explorers
SME_02282,2023,Pennsylvania,Manufacturing,Small (10-49),37,5.478,0.0385,210889.0,0.0806,17,2006,1,1,0,1.0,0,0,0.0,0.0,-11.04,Security concerns,148054.05405405405,0.0,210.889,2,Northeast,1,0.5780500000000001,6,22,1,2,4,3.0,Digital Explorers
SME_02283,2019,Virginia,Education,Micro (1-9),4,0.05,0.0181,905.0,0.0322,3,2016,0,1,0,3.7,0,0,0.0,0.0,-0.2,Unclear ROI,12500.0,0.0,0.905,1,Southeast,0,0.35425,2,26,2,1,5,3.0,Digital Explorers
SME_02284,2020,South Dakota,Technology & Software,Micro (1-9),8,0.502,0.0513,25786.0,0.0286,11,2009,0,1,0,3.17,0,0,0.0,0.0,19.17,Regulatory,62750.0,0.0,25.786,1,Midwest,0,0.38635,9,23,0,1,3,3.0,Digital Explorers
SME_02285,2023,Montana,Finance & Insurance,Micro (1-9),4,0.376,0.028,10522.0,0.0521,40,1983,0,1,0,3.18,1,1,9541.0,31.06,26.73,,94000.0,2385.25,10.522,1,West,1,0.36345,3,16,4,1,6,3.0,Digital Explorers
SME_02286,2023,Massachusetts,Healthcare & Biotech,Micro (1-9),7,0.264,0.0426,11231.0,0.0599,53,1970,0,0,0,2.65,0,0,0.0,0.0,-0.36,Security concerns,37714.28571428572,0.0,11.231,1,Northeast,1,0.17335,4,11,1,1,4,1.0,Traditional SMEs
SME_02287,2024,North Carolina,Finance & Insurance,Upper-Mid (250-500),112,5.968500000000001,0.0165,738828.0,0.1989,44,1980,0,1,0,10.0,1,5,29926.25,24.39,29.11,,53290.17857142858,267.1986607142857,738.828,4,Southeast,1,0.6242000000000001,3,19,2,3,6,2.0,AI Pioneers
SME_02288,2023,Virginia,Healthcare & Biotech,Small (10-49),32,0.719,0.0273,19637.0,0.0967,30,1993,1,1,0,5.51,1,7,12165.0,28.77,1.14,,22468.75,380.15625,19.637,2,Southeast,1,0.7046,4,26,2,2,6,3.0,Digital Explorers
SME_02289,2022,Massachusetts,Manufacturing,Small (10-49),46,3.832,0.0351,134611.0,0.1121,24,1998,1,0,0,2.86,0,0,0.0,0.0,12.77,Lack of expertise,83304.34782608696,0.0,134.611,2,Northeast,0,0.4444999999999999,6,11,1,2,2,1.0,Traditional SMEs
SME_02290,2022,Michigan,Retail & E-commerce,Micro (1-9),9,0.245,0.0247,6040.0,0.1043,46,1976,1,0,0,5.1,1,5,8739.0,21.07,3.43,,27222.222222222223,971.0,6.04,1,Midwest,0,0.4922000000000001,8,12,0,1,6,1.0,Traditional SMEs
SME_02291,2021,New York,Agriculture,Micro (1-9),3,0.05,0.037,1848.0,0.0474,44,1977,0,0,0,1.66,0,0,0.0,0.0,26.14,Data quality,16666.666666666668,0.0,1.848,1,Northeast,0,0.129,0,18,1,1,1,1.0,Traditional SMEs
SME_02292,2024,Arizona,Technology & Software,Upper-Mid (250-500),112,5.968500000000001,0.078,732229.0,0.1029,34,1990,0,0,1,9.59,1,5,29926.25,45.47,41.19,,53290.17857142858,267.1986607142857,732.229,4,Southwest,1,0.4561499999999999,9,1,3,3,6,2.0,AI Pioneers
SME_02293,2021,Tennessee,Technology & Software,Medium (50-249),52,1.167,0.044,51392.0,0.13,33,1988,0,1,0,4.28,1,7,11176.0,49.99,4.76,,22442.30769230769,214.92307692307693,51.392,3,Southeast,0,0.4594,9,24,2,0,6,3.0,Digital Explorers
SME_02294,2024,Arkansas,Retail & E-commerce,Micro (1-9),2,0.056,0.0296,1643.0,0.1037,50,1974,1,0,1,4.7,0,0,0.0,0.0,2.86,Security concerns,28000.0,0.0,1.643,1,Southeast,1,0.48725,8,2,2,1,4,0.0,Cost-Conscious Adopters
SME_02295,2022,Florida,Healthcare & Biotech,Micro (1-9),5,0.192,0.0156,2998.0,0.1442,25,1997,0,1,0,5.84,1,7,8375.0,39.27,25.81,,38400.0,1675.0,2.998,1,Southeast,0,0.4706999999999999,4,5,2,1,6,3.0,Digital Explorers
SME_02296,2022,Arizona,Construction,Small (10-49),23,4.656,0.0455,212080.0,0.0966,18,2004,1,0,0,4.27,0,0,0.0,0.0,30.26,Unclear ROI,202434.78260869565,0.0,212.08,2,Southwest,0,0.49465,1,1,3,2,5,1.0,Traditional SMEs
SME_02297,2022,Ohio,Hospitality & Food,Micro (1-9),5,0.099,0.0265,2609.0,0.1039,12,2010,0,0,0,1.0,0,0,0.0,0.0,4.89,Cost,19800.0,0.0,2.609,1,Midwest,0,0.1217,5,20,0,1,0,1.0,Traditional SMEs
SME_02298,2024,Massachusetts,Retail & E-commerce,Micro (1-9),8,0.426,0.0213,9064.0,0.0803,37,1987,0,0,0,1.78,0,0,0.0,0.0,7.13,Data quality,53250.0,0.0,9.064,1,Northeast,1,0.1255,8,11,1,1,1,1.0,Traditional SMEs
SME_02299,2023,New York,Retail & E-commerce,Micro (1-9),6,0.079,0.0308,2440.0,0.0482,47,1976,1,1,1,6.16,1,4,2119.0,26.54,6.06,,13166.666666666666,353.1666666666667,2.44,1,Northeast,1,0.7051000000000001,8,18,1,1,6,0.0,Cost-Conscious Adopters
SME_02300,2023,North Carolina,Education,Micro (1-9),1,0.05,0.0297,1485.0,0.113,43,1980,1,0,0,4.41,1,1,2660.0,11.89,30.56,,50000.0,2660.0,1.485,1,Southeast,1,0.4833499999999999,2,19,2,1,6,1.0,Traditional SMEs
SME_02301,2020,Montana,Construction,Micro (1-9),9,0.709,0.0518,36733.0,0.0456,34,1986,0,0,0,4.6,0,0,0.0,0.0,-2.82,Lack of expertise,78777.77777777778,0.0,36.733,1,West,0,0.2385,1,16,4,1,2,1.0,Traditional SMEs
SME_02302,2023,Florida,Hospitality & Food,Medium (50-249),112,0.906,0.0481,43623.0,0.1513,14,2009,1,1,0,2.5,0,0,0.0,0.0,14.06,Regulatory,8089.285714285715,0.0,43.623,3,Southeast,1,0.6728000000000001,5,5,2,0,3,3.0,Digital Explorers
